Species	Plot	Year	Firstegg	Cowbird
DICK	34	1994	98	1
DICK	B7	1996	101	0
DICK	B8	1994	91	1
DICK	11	1994	77	0
DICK	32	1994	84	1
DICK	G3	1996	89	1
DICK	36	1994	89	0
DICK	TC2	1993	119	0
DICK	B5	1994	104	0
DICK	B8	1993	133	0
DICK	36	1994	98	0
DICK	32	1993	120	0
DICK	14	1996	103	1
DICK	7	1994	100	0
DICK	34	1996	56	1
DICK	34	1996	95	0
DICK	33	1996	95	0
DICK	40	1994	111	0
DICK	17	1992	115	0
DICK	B3	1995	89	1
DICK	46	1995	107	1
DICK	14	1994	96	0
DICK	18	1994	104	0
DICK	17	1994	106	1
DICK	9	1994	91	0
DICK	19	1996	89	1
DICK	B5	1994	99	0
DICK	41	1996	58	0
DICK	32	1994	91	1
DICK	35	1996	79	1
DICK	7	1996	103	0
DICK	B8	1995	127	0
DICK	6	1995	112	0
DICK	7	1994	112	0
DICK	19	1994	78	1
DICK	23	1994	91	0
DICK	17	1994	100	1
DICK	34	1996	93	1
DICK	30	1995	115	0
DICK	B3	1994	100	0
DICK	36	1994	112	0
DICK	35	1996	97	1
DICK	G2	1996	108	0
DICK	B8	1994	89	0
DICK	G3	1996	85	1
DICK	33	1994	107	0
DICK	15	1996	114	1
DICK	B5	1994	107	0
DICK	BF2	1994	90	0
DICK	9	1995	108	1
DICK	G3	1996	99	0
DICK	19	1996	91	0
DICK	17	1995	124	0
DICK	B7	1994	95	0
DICK	B5	1995	109	0
DICK	B5	1994	93	0
DICK	B8	1994	99	0
DICK	32	1994	90	0
DICK	B7	1993	114	0
DICK	B6	1993	108	0
DICK	B6	1994	96	1
DICK	G3	1996	102	0
DICK	11	1996	85	0
DICK	B5	1995	45	0
DICK	B8	1992	47	0
DICK	B3	1996	50	0
DICK	B3	1994	51	0
DICK	B5	1993	51	1
DICK	C1	1992	51	0
DICK	B5	1994	52	1
DICK	B5	1993	52	1
DICK	G1	1996	53	1
DICK	B4	1992	53	0
DICK	G2	1994	54	0
DICK	B7	1995	54	0
DICK	G1	1994	54	0
DICK	B8	1993	54	1
DICK	B5	1993	55	1
DICK	B5	1993	55	1
DICK	B4	1994	56	0
DICK	B5	1993	56	1
DICK	G1	1996	56	0
DICK	B8	1996	56	0
DICK	B5	1993	57	0
DICK	B8	1996	57	0
DICK	C2	1993	57	1
DICK	BF3	1992	57	0
DICK	G1	1996	58	0
DICK	G2	1994	58	0
DICK	B5	1993	58	1
DICK	B4	1993	59	1
DICK	B5	1992	59	0
DICK	B1	1996	59	0
DICK	B5	1996	59	1
DICK	G1	1996	60	0
DICK	G1	1996	60	1
DICK	G1	1996	60	0
DICK	B4	1995	61	1
DICK	B5	1996	61	0
DICK	BF1	1994	61	0
DICK	BF3	1996	61	0
DICK	B5	1993	62	0
DICK	B3	1995	62	0
DICK	B4	1996	62	0
DICK	C3	1994	63	0
DICK	G1	1996	64	0
DICK	G1	1996	64	0
DICK	B9	1993	64	0
DICK	B9	1992	64	0
DICK	B5	1993	65	1
DICK	B4	1993	65	0
DICK	B5	1993	65	1
DICK	B5	1993	65	0
DICK	C3	1994	65	0
DICK	G1	1995	66	0
DICK	B3	1995	66	0
DICK	B3	1993	66	1
DICK	B5	1993	66	1
DICK	B5	1995	67	0
DICK	B4	1993	67	0
DICK	B4	1993	67	0
DICK	B7	1996	67	0
DICK	B9	1992	67	0
DICK	BF3	1995	67	0
DICK	BF2	1994	67	0
DICK	G1	1996	68	0
DICK	B4	1993	68	1
DICK	G2	1996	68	0
DICK	G3	1996	68	0
DICK	C3	1994	68	0
DICK	C1	1993	68	0
DICK	B3	1993	69	1
DICK	G1	1995	69	0
DICK	B5	1993	69	1
DICK	B5	1993	69	1
DICK	G2	1993	69	1
DICK	G2	1993	70	0
DICK	G1	1994	70	0
DICK	B8	1993	70	0
DICK	BF1	1994	70	0
DICK	B4	1993	71	0
DICK	G1	1994	71	0
DICK	B3	1993	71	1
DICK	G2	1993	71	0
DICK	B4	1993	71	0
DICK	BF3	1996	71	0
DICK	BF3	1993	71	0
DICK	B4	1993	72	0
DICK	C1	1996	72	0
DICK	BF3	1993	72	1
DICK	B4	1993	73	0
DICK	B4	1994	73	0
DICK	B5	1993	73	0
DICK	C1	1996	73	0
DICK	BF3	1996	73	0
DICK	B4	1994	74	0
DICK	6	1995	74	0
DICK	TC1	1993	74	0
DICK	G1	1996	75	0
DICK	B7	1995	75	1
DICK	B3	1993	75	0
DICK	B3	1994	75	1
DICK	B8	1993	75	0
DICK	B9	1993	75	0
DICK	BF2	1994	75	0
DICK	B5	1993	76	0
DICK	B5	1993	76	0
DICK	B3	1993	77	0
DICK	B7	1993	77	0
DICK	B5	1993	77	1
DICK	B4	1993	77	0
DICK	B4	1993	77	0
DICK	BF1	1995	78	0
DICK	B3	1993	79	0
DICK	B4	1993	79	0
DICK	B9	1993	79	0
DICK	B1	1994	80	0
DICK	B4	1995	81	0
DICK	G1	1995	82	0
DICK	B4	1993	82	0
DICK	B8	1993	82	0
DICK	C1	1994	82	0
DICK	C2	1994	82	0
DICK	G1	1995	83	0
DICK	B4	1995	83	0
DICK	B3	1993	83	1
DICK	B5	1994	83	0
DICK	C2	1993	83	0
DICK	G1	1995	84	1
DICK	B5	1994	84	1
DICK	B5	1993	84	0
DICK	G1	1994	85	1
DICK	G2	1993	85	1
DICK	G3	1993	85	1
DICK	B5	1993	85	1
DICK	C1	1993	86	0
DICK	BF3	1993	86	0
DICK	C1	1993	86	1
DICK	B5	1995	87	0
DICK	B6	1995	87	0
DICK	B5	1996	87	0
DICK	B7	1995	88	0
DICK	B2	1995	88	0
DICK	B5	1992	88	0
DICK	B5	1993	88	0
DICK	B4	1993	88	0
DICK	G2	1992	88	0
DICK	B5	1993	89	0
DICK	B5	1995	89	1
DICK	B4	1993	89	0
DICK	B4	1993	89	0
DICK	B5	1993	91	1
DICK	B5	1994	91	0
DICK	B1	1994	91	0
DICK	B3	1993	91	1
DICK	B7	1993	91	0
DICK	G1	1994	92	0
DICK	C2	1996	92	0
DICK	C2	1996	92	0
DICK	G1	1992	92	0
DICK	B3	1993	93	1
DICK	B4	1993	93	0
DICK	B5	1993	93	1
DICK	C1	1996	93	0
DICK	35	1993	94	0
DICK	C1	1996	94	0
DICK	B5	1993	96	0
DICK	B3	1993	96	1
DICK	B3	1993	96	1
DICK	B5	1993	96	0
DICK	C2	1996	96	0
DICK	B5	1993	97	1
DICK	B5	1995	97	0
DICK	B3	1992	97	0
DICK	G3	1993	97	0
DICK	BF1	1994	97	0
DICK	BF3	1993	97	0
DICK	B5	1993	98	0
DICK	B3	1993	98	0
DICK	B2	1996	99	0
DICK	B8	1993	99	0
DICK	C2	1996	99	1
DICK	B5	1993	100	0
DICK	B5	1993	100	1
DICK	B5	1993	100	0
DICK	G2	1993	102	0
DICK	B4	1993	102	0
DICK	B8	1995	103	0
DICK	G2	1994	103	0
DICK	G2	1993	103	0
DICK	G2	1993	103	0
DICK	BF3	1993	103	0
DICK	C3	1993	103	0
DICK	B3	1993	104	0
DICK	B5	1993	104	0
DICK	B5	1993	104	0
DICK	B5	1993	104	0
DICK	B5	1993	104	1
DICK	C2	1993	104	0
DICK	G2	1993	105	0
DICK	B3	1993	106	0
DICK	B8	1993	106	0
DICK	46	1996	106	0
DICK	B1	1992	107	0
DICK	B3	1993	107	0
DICK	B4	1993	109	0
DICK	B5	1995	110	0
DICK	B4	1993	110	0
DICK	C1	1993	111	0
DICK	B4	1993	112	0
DICK	B4	1993	112	0
DICK	B3	1993	112	0
DICK	B3	1993	112	0
DICK	G1	1996	113	0
DICK	B3	1993	113	0
DICK	B3	1993	113	0
DICK	B3	1993	114	0
DICK	B4	1993	114	0
DICK	B3	1993	114	0
DICK	B3	1993	114	0
DICK	C3	1993	114	0
DICK	C3	1993	114	0
DICK	B4	1995	115	0
DICK	B5	1993	115	0
DICK	B5	1993	119	0
DICK	G1	1994	NA	0
EAME	C3	1993	19	0
EAME	B5	1992	20	0
EAME	B3	1992	20	0
EAME	B7	1992	20	0
EAME	B3	1992	25	0
EAME	G1	1992	25	0
EAME	B2	1994	27	0
EAME	B3	1992	27	0
EAME	BF1	1992	27	0
EAME	BF1	1994	27	0
EAME	B1	1992	28	0
EAME	B2	1996	29	0
EAME	C3	1993	29	0
EAME	B5	1992	30	0
EAME	B8	1996	30	0
EAME	BF3	1992	30	0
EAME	G3	1994	31	0
EAME	B1	1994	31	0
EAME	B3	1992	31	1
EAME	B3	1992	31	0
EAME	B3	1992	31	0
EAME	BF2	1994	31	0
EAME	B5	1992	32	0
EAME	B4	1992	32	0
EAME	B9	1996	32	0
EAME	C1	1994	32	0
EAME	TC1	1993	32	0
EAME	B4	1995	33	0
EAME	B6	1993	33	0
EAME	B6	1996	33	0
EAME	B6	1995	34	0
EAME	B5	1994	34	0
EAME	B4	1994	34	0
EAME	B2	1992	34	0
EAME	B5	1994	34	0
EAME	B4	1996	34	1
EAME	B9	1993	34	0
EAME	G1	1992	34	0
EAME	B2	1994	36	0
EAME	G3	1994	36	0
EAME	C1	1993	36	1
EAME	BF3	1992	36	0
EAME	B4	1995	37	0
EAME	B5	1992	37	0
EAME	B6	1996	37	0
EAME	B4	1994	38	0
EAME	B9	1994	38	0
EAME	G1	1994	39	1
EAME	B4	1996	39	0
EAME	B9	1996	39	0
EAME	B8	1995	40	0
EAME	B4	1992	40	0
EAME	B6	1992	40	0
EAME	B8	1993	40	0
EAME	B8	1993	40	0
EAME	BF2	1996	40	0
EAME	44	1993	41	0
EAME	B6	1993	42	0
EAME	B4	1996	42	0
EAME	B1	1996	42	0
EAME	G2	1994	43	1
EAME	B6	1994	43	0
EAME	B3	1992	43	0
EAME	C3	1996	43	0
EAME	BF3	1995	43	0
EAME	G1	1992	43	0
EAME	G1	1996	44	0
EAME	B6	1996	44	0
EAME	B7	1996	44	0
EAME	C3	1996	44	0
EAME	C3	1996	44	0
EAME	C1	1996	44	1
EAME	B5	1994	45	0
EAME	C3	1996	45	0
EAME	C1	1992	45	0
EAME	G1	1994	46	0
EAME	B9	1995	47	0
EAME	B2	1994	47	0
EAME	B2	1994	47	0
EAME	B5	1994	47	1
EAME	B9	1993	47	0
EAME	C3	1996	47	0
EAME	B4	1994	48	0
EAME	C2	1993	48	0
EAME	BF2	1994	48	0
EAME	B8	1994	49	0
EAME	B6	1993	49	0
EAME	B6	1994	49	0
EAME	C1	1993	49	0
EAME	B7	1993	50	0
EAME	B6	1993	50	1
EAME	B4	1996	50	0
EAME	C3	1992	50	0
EAME	B6	1995	51	0
EAME	B7	1992	51	0
EAME	B6	1993	51	0
EAME	B7	1992	51	0
EAME	B9	1993	51	0
EAME	B9	1995	52	0
EAME	B5	1995	52	1
EAME	B7	1996	52	0
EAME	B8	1993	52	0
EAME	BF2	1994	52	0
EAME	B2	1994	53	0
EAME	B2	1994	53	0
EAME	B1	1994	53	0
EAME	B6	1994	53	0
EAME	B9	1993	53	0
EAME	G3	1995	53	0
EAME	C2	1993	53	0
EAME	B3	1995	54	0
EAME	G2	1994	54	0
EAME	B7	1994	54	0
EAME	B8	1993	54	0
EAME	BF3	1995	54	0
EAME	C2	1994	54	0
EAME	BF3	1994	54	0
EAME	C3	1994	55	0
EAME	G3	1994	56	0
EAME	B8	1996	56	0
EAME	C3	1993	56	0
EAME	G1	1992	56	0
EAME	G1	1996	57	0
EAME	B6	1993	57	1
EAME	B2	1992	57	0
EAME	G2	1994	58	0
EAME	B9	1994	58	0
EAME	B7	1993	58	0
EAME	C3	1996	58	0
EAME	C1	1993	58	0
EAME	B9	1994	60	0
EAME	C3	1993	60	0
EAME	B4	1996	61	0
EAME	B1	1992	62	0
EAME	B1	1992	62	0
EAME	BF3	1994	62	0
EAME	C2	1992	62	0
EAME	B7	1993	63	0
EAME	B6	1996	63	0
EAME	C2	1996	63	0
EAME	G1	1996	64	0
EAME	B9	1994	64	0
EAME	B1	1994	64	0
EAME	G1	1992	64	0
EAME	B8	1995	65	0
EAME	B5	1996	65	0
EAME	B4	1995	66	0
EAME	G1	1996	67	0
EAME	B6	1995	67	1
EAME	B1	1995	67	0
EAME	B7	1996	67	0
EAME	B6	1996	67	0
EAME	C3	1996	67	0
EAME	G2	1992	68	0
EAME	B1	1995	69	0
EAME	BF2	1996	69	0
EAME	C2	1993	69	0
EAME	B6	1995	70	0
EAME	B5	1992	70	0
EAME	B6	1995	71	0
EAME	B9	1996	71	0
EAME	BF1	1996	72	0
EAME	C1	1993	72	0
EAME	B2	1995	73	0
EAME	B9	1995	73	0
EAME	G1	1994	73	0
EAME	B4	1994	74	0
EAME	G3	1995	74	0
EAME	BF3	1994	74	0
EAME	B4	1995	75	0
EAME	B3	1995	75	0
EAME	B9	1995	75	0
EAME	B5	1995	76	0
EAME	B5	1995	76	1
EAME	B8	1994	76	0
EAME	G2	1994	76	0
EAME	G2	1995	76	0
EAME	C2	1995	76	0
EAME	BF3	1994	76	0
EAME	B7	1994	76	0
EAME	C2	1993	76	0
EAME	B6	1995	77	0
EAME	B3	1994	77	0
EAME	C3	1992	77	0
EAME	B9	1994	78	0
EAME	B1	1994	78	0
EAME	B8	1996	78	0
EAME	B2	1996	78	0
EAME	G1	1992	78	0
EAME	B7	1996	80	0
EAME	G1	1992	80	0
EAME	B7	1995	81	0
EAME	B8	1994	81	0
EAME	B8	1995	82	0
EAME	B6	1995	83	0
EAME	B1	1995	83	0
EAME	B1	1995	84	0
EAME	B2	1994	85	0
EAME	B7	1996	85	0
EAME	B2	1995	86	0
EAME	B2	1996	86	0
EAME	G2	1994	87	0
EAME	B3	1994	88	0
EAME	C3	1996	88	0
EAME	G1	1995	89	0
EAME	B8	1994	89	0
EAME	B1	1994	91	0
EAME	G2	1995	91	0
EAME	B9	1993	92	0
EAME	B6	1996	93	0
EAME	C3	1996	94	0
EAME	G1	1996	95	0
EAME	B1	1995	96	0
EAME	B8	1994	96	0
EAME	BF1	1994	97	0
EAME	G1	1994	98	0
EAME	G2	1994	98	0
EAME	B9	1994	99	0
EAME	B4	1996	100	0
EAME	B7	1992	101	0
EAME	B7	1992	101	0
EAME	B9	1995	102	0
EAME	BF2	1996	103	0
EAME	B9	1996	104	0
EAME	B3	1994	105	0
EAME	G1	1994	105	0
EAME	G3	1996	106	0
EAME	G2	1994	109	0
EAME	BF1	1995	109	0
EAME	C3	1996	114	0
EAME	39	1996	45	0
EAME	B1	1995	96	0
EAME	BF2	1996	44	0
EAME	17	1996	59	0
EAME	C3	1995	59	0
EAME	C3	1996	61	0
EAME	B6	1996	65	0
EAME	C2	1994	78	0
EAME	BF1	1995	104	0
EAME	B6	1994	43	0
EAME	44	1996	52	0
EAME	C3	1995	69	0
EAME	BF2	1996	51	0
EAME	B8	1996	113	0
EAME	G1	1995	61	0
EAME	B1	1995	71	0
EAME	9	1995	42	0
EAME	39	1995	42	0
EAME	B2	1995	62	0
EAME	BF1	1992	31	0
EAME	B2	1993	49	0
EAME	G2	1996	94	0
EAME	G1	1993	96	0
EAME	G3	1996	106	0
EAME	B1	1994	111	0
EAME	B6	1993	113	0
EAME	27	1996	43	0
EAME	B1	1993	57	0
EAME	G3	1994	62	0
EAME	17	1995	NA	0
EAME	10	1995	35	0
EAME	B1	1993	36	0
EAME	44	1995	40	0
EAME	33	1996	60	0
EAME	29	1995	62	0
EAME	BF1	1993	86	0
EAME	B2	1993	89	0
EAME	B1	1993	100	0
EAME	G1	1993	111	0
EAME	BF2	1993	36	0
EAME	B1	1993	42	0
EAME	G1	1993	49	0
EAME	B2	1993	60	0
EAME	23	1996	71	0
EAME	B1	1993	73	0
EAME	B1	1995	75	0
EAME	B1	1993	82	0
EAME	B1	1993	83	0
EAME	B1	1993	38	0
EAME	B1	1993	42	0
EAME	B1	1993	43	0
EAME	G1	1993	50	0
EAME	G1	1993	52	0
EAME	B1	1993	52	0
EAME	B1	1995	55	0
EAME	B1	1995	67	0
EAME	G3	1995	97	0
EAME	24	1995	37	0
EAME	B2	1993	42	0
EAME	B1	1993	42	0
EAME	36	1996	47	1
EAME	G1	1993	50	0
EAME	B2	1993	63	0
EAME	BF1	1993	64	0
EAME	B2	1995	67	0
EAME	BF2	1995	103	0
EAME	BF1	1993	40	0
EAME	41	1995	45	1
EAME	G1	1993	50	0
EAME	BF1	1993	63	0
EAME	BF2	1993	64	0
EAME	30	1995	68	0
EAME	B1	1993	93	0
EAME	G1	1993	99	0
EAME	44	1995	40	0
EAME	BF2	1993	40	0
EAME	TC2	1993	45	0
EAME	BF1	1993	48	0
EAME	C3	1996	60	0
EAME	TC1	1993	63	0
EAME	B1	1993	71	0
EAME	TC1	1993	89	0
EAME	B1	1993	98	0
EAME	27	1996	38	1
EAME	40	1995	42	1
EAME	43	1996	53	0
EAME	TC1	1993	58	0
EAME	6	1996	44	0
EAME	TC1	1993	90	0
EAME	TC2	1993	40	0
EAME	27	1996	60	1
EAME	G1	1995	58	0
EAME	B9	1992	19	0
EAME	B6	1993	20	0
EAME	G1	1994	20	0
EAME	B9	1992	20	0
EAME	B8	1992	20	0
EAME	B9	1992	21	0
EAME	B9	1995	22	0
EAME	B3	1995	23	0
EAME	B9	1995	23	0
EAME	BF3	1995	23	0
EAME	B4	1992	24	0
EAME	B9	1992	24	0
EAME	C1	1992	24	0
EAME	C3	1993	24	0
EAME	B6	1995	25	1
EAME	B9	1995	25	0
EAME	B4	1993	25	1
EAME	B9	1992	25	0
EAME	C3	1994	25	0
EAME	B4	1995	26	0
EAME	B8	1995	26	0
EAME	B9	1994	26	0
EAME	C3	1995	26	0
EAME	B7	1995	27	1
EAME	B9	1992	27	0
EAME	B8	1992	27	0
EAME	C3	1995	27	0
EAME	BF2	1995	27	0
EAME	BF3	1995	27	0
EAME	BF2	1994	27	0
EAME	BF3	1994	27	1
EAME	B1	1995	28	0
EAME	B5	1992	28	1
EAME	B9	1992	28	0
EAME	C3	1994	28	0
EAME	B3	1993	29	0
EAME	B5	1995	30	0
EAME	G1	1994	30	0
EAME	B4	1992	30	0
EAME	C2	1995	30	0
EAME	B7	1995	31	0
EAME	B5	1993	31	1
EAME	B5	1992	31	0
EAME	B4	1993	31	1
EAME	15	1993	31	0
EAME	B6	1995	32	0
EAME	B3	1995	32	0
EAME	B4	1992	32	0
EAME	B4	1992	32	0
EAME	C1	1993	32	0
EAME	G1	1995	33	0
EAME	18	1994	33	1
EAME	B4	1995	34	1
EAME	B3	1995	34	0
EAME	B3	1993	34	0
EAME	B7	1994	34	0
EAME	B3	1993	34	0
EAME	B9	1992	34	0
EAME	B8	1992	34	0
EAME	11	1993	34	0
EAME	43	1992	34	0
EAME	C1	1993	34	0
EAME	C1	1995	34	1
EAME	BF1	1995	34	0
EAME	C2	1995	34	0
EAME	B3	1993	35	0
EAME	B3	1993	35	0
EAME	B6	1993	35	0
EAME	B3	1993	35	0
EAME	G2	1995	35	0
EAME	G2	1995	35	0
EAME	17	1993	35	0
EAME	C2	1993	35	0
EAME	BF2	1993	35	0
EAME	C3	1993	35	0
EAME	B1	1994	36	1
EAME	G2	1994	36	0
EAME	B9	1992	36	0
EAME	28	1996	36	0
EAME	17	1993	36	0
EAME	46	1993	36	0
EAME	40	1994	36	0
EAME	C2	1993	36	0
EAME	C3	1993	36	0
EAME	BF1	1995	36	0
EAME	C3	1993	36	0
EAME	G2	1996	37	0
EAME	23	1994	37	0
EAME	42	1995	37	1
EAME	C1	1992	37	0
EAME	G2	1992	37	0
EAME	B3	1995	38	0
EAME	B1	1992	38	0
EAME	B2	1994	38	0
EAME	29	1993	38	0
EAME	BF3	1993	38	0
EAME	G2	1992	38	0
EAME	B4	1994	39	1
EAME	17	1993	39	0
EAME	BF3	1993	39	0
EAME	BF2	1994	39	0
EAME	BF3	1995	39	0
EAME	C3	1992	39	0
EAME	B6	1995	40	0
EAME	B6	1995	40	0
EAME	B7	1993	40	0
EAME	B1	1994	40	0
EAME	B4	1993	40	0
EAME	B4	1993	40	0
EAME	B9	1993	40	0
EAME	B9	1993	40	0
EAME	B8	1993	40	0
EAME	36	1994	40	0
EAME	C2	1995	40	0
EAME	C2	1993	40	1
EAME	C3	1994	40	0
EAME	BF3	1995	40	0
EAME	B5	1995	41	1
EAME	G1	1994	41	0
EAME	G1	1994	41	0
EAME	G2	1993	41	0
EAME	B5	1993	41	0
EAME	40	1992	41	0
EAME	BF2	1995	41	0
EAME	BF2	1995	41	0
EAME	BF2	1992	41	0
EAME	BF3	1994	41	0
EAME	BF2	1996	41	0
EAME	B6	1994	42	1
EAME	B6	1994	42	0
EAME	B4	1993	42	0
EAME	B3	1993	42	0
EAME	G2	1993	42	0
EAME	B9	1994	42	0
EAME	C1	1995	42	0
EAME	B1	1995	43	0
EAME	G3	1993	43	0
EAME	G3	1993	43	0
EAME	B9	1992	43	0
EAME	41	1994	43	0
EAME	G2	1992	43	0
EAME	B3	1993	44	0
EAME	B3	1993	44	0
EAME	B3	1993	44	0
EAME	BF3	1992	44	0
EAME	B1	1995	45	0
EAME	B9	1995	45	0
EAME	B1	1995	45	0
EAME	B1	1995	45	0
EAME	B6	1995	46	0
EAME	B3	1993	46	0
EAME	14	1994	46	0
EAME	BF3	1995	46	0
EAME	BF2	1994	46	0
EAME	B2	1995	47	0
EAME	B5	1993	47	0
EAME	G2	1993	47	0
EAME	24	1994	47	0
EAME	BF3	1993	47	0
EAME	BF3	1993	47	0
EAME	B8	1995	48	0
EAME	B5	1993	48	0
EAME	B3	1993	48	0
EAME	B3	1993	48	0
EAME	B3	1993	48	0
EAME	BF2	1994	48	0
EAME	C2	1993	48	1
EAME	BF2	1992	48	0
EAME	G2	1993	49	0
EAME	G2	1993	49	0
EAME	G2	1996	49	0
EAME	G2	1995	49	0
EAME	B8	1992	49	0
EAME	B8	1994	50	0
EAME	B7	1993	50	1
EAME	B7	1993	50	0
EAME	B8	1992	50	0
EAME	40	1992	50	0
EAME	C1	1993	50	0
EAME	B1	1995	51	0
EAME	G3	1993	51	1
EAME	B4	1993	51	0
EAME	B4	1996	51	0
EAME	32	1993	51	0
EAME	C3	1993	51	0
EAME	B4	1995	52	0
EAME	G2	1995	52	0
EAME	34	1993	52	1
EAME	B1	1995	53	0
EAME	B1	1994	53	0
EAME	B8	1993	53	0
EAME	G3	1995	53	0
EAME	G1	1994	54	0
EAME	G3	1995	54	0
EAME	B8	1992	54	0
EAME	29	1993	54	0
EAME	BF2	1992	54	0
EAME	B1	1995	55	0
EAME	B1	1995	55	0
EAME	G3	1993	55	0
EAME	33	1993	55	0
EAME	B7	1993	56	1
EAME	B7	1993	56	0
EAME	B5	1993	56	0
EAME	B4	1993	56	0
EAME	B1	1992	57	0
EAME	B9	1993	57	0
EAME	BF3	1993	57	0
EAME	B8	1995	58	0
EAME	B7	1993	58	0
EAME	B5	1993	58	0
EAME	G3	1995	58	0
EAME	BF3	1992	58	0
EAME	BF3	1993	58	0
EAME	B6	1995	59	0
EAME	C2	1993	59	0
EAME	B6	1993	60	0
EAME	B4	1992	60	0
EAME	G3	1995	61	0
EAME	C2	1993	63	0
EAME	B9	1992	64	0
EAME	34	1995	64	0
EAME	G3	1996	65	0
EAME	G3	1996	65	0
EAME	G2	1992	65	0
EAME	G3	1995	66	0
EAME	B8	1993	66	0
EAME	B7	1993	67	1
EAME	G2	1993	68	0
EAME	G3	1995	68	0
EAME	C1	1993	68	0
EAME	B4	1993	69	0
EAME	B6	1993	69	0
EAME	B9	1993	69	0
EAME	BF3	1993	69	0
EAME	C3	1993	69	0
EAME	B3	1993	70	0
EAME	G2	1993	70	0
EAME	G1	1992	70	0
EAME	B2	1995	71	0
EAME	B4	1993	71	0
EAME	G1	1993	72	0
EAME	B7	1992	72	0
EAME	17	1996	72	0
EAME	B9	1994	73	0
EAME	B8	1993	74	0
EAME	B8	1993	76	0
EAME	B9	1992	76	0
EAME	G1	1992	76	0
EAME	BF3	1993	76	0
EAME	BF3	1993	77	0
EAME	C3	1996	78	0
EAME	B4	1993	79	0
EAME	C1	1993	79	0
EAME	C3	1993	79	0
EAME	B5	1995	80	0
EAME	B6	1993	80	0
EAME	B9	1993	80	0
EAME	46	1993	81	0
EAME	G1	1994	82	0
EAME	B7	1993	82	0
EAME	B6	1993	83	0
EAME	B1	1992	84	0
EAME	B8	1994	84	0
EAME	G3	1996	84	0
EAME	G3	1993	85	0
EAME	B3	1993	85	0
EAME	B4	1993	85	0
EAME	C1	1992	85	0
EAME	C3	1993	86	0
EAME	B9	1992	87	0
EAME	B5	1993	88	0
EAME	B4	1995	89	0
EAME	B7	1993	89	0
EAME	G2	1993	89	0
EAME	B6	1992	90	0
EAME	G2	1995	90	0
EAME	B9	1992	90	0
EAME	B5	1993	91	0
EAME	B4	1992	91	0
EAME	G1	1994	91	0
EAME	B6	1993	91	0
EAME	B3	1993	92	0
EAME	B9	1993	92	0
EAME	B9	1993	92	0
EAME	C1	1993	92	0
EAME	G3	1996	94	0
EAME	B6	1993	98	0
EAME	B9	1993	98	0
EAME	B3	1993	99	0
EAME	C3	1993	99	0
EAME	B6	1993	101	0
EAME	B1	1995	102	0
EAME	B3	1993	102	0
EAME	B2	1996	103	0
EAME	B3	1993	104	0
EAME	G3	1996	104	0
EAME	B7	1993	105	0
EAME	B6	1993	105	0
EAME	C3	1993	105	0
EAME	B6	1993	106	0
EAME	B8	1993	106	0
EAME	G1	1994	108	0
EAME	G3	1996	109	0
EAME	C1	1994	109	0
EAME	B6	1993	110	0
EAME	B7	1993	110	0
EAME	B6	1993	110	0
EAME	B6	1993	113	0
EAPH	34	1993	19	0
EAPH	35	1995	45	0
EAPH	34	1993	64	0
EAPH	7	1995	35	0
EAPH	7	1994	39	0
EAPH	7	1995	68	0
EAPH	7	1994	11	0
EAPH	7	1995	14	0
EAPH	7	1993	17	0
EAPH	34	1993	52	1
EAPH	7	1993	74	0
EAPH	35	1995	20	0
EAPH	27	1993	48	0
EAPH	18	1995	75	0
EAPH	18	1993	14	0
EAPH	27	1994	39	0
EAPH	18	1995	45	0
EAPH	18	1994	49	1
EAPH	27	1995	46	0
EAPH	34	1993	12	0
EAPH	18	1995	13	0
EAPH	18	1996	16	0
EAPH	35	1996	17	0
EAPH	7	1996	17	0
EAPH	27	1995	20	0
EAPH	34	1992	21	0
EAPH	34	1994	22	0
EAPH	35	1996	23	0
EAPH	27	1996	23	0
EAPH	18	1996	25	0
EAPH	27	1992	26	0
EAPH	27	1993	26	0
EAPH	7	1992	33	0
EAPH	18	1992	34	1
EAPH	27	1993	38	1
EAPH	27	1992	45	0
EAPH	34	1994	48	1
EAPH	35	1992	52	1
EAPH	35	1996	55	0
EAPH	34	1994	57	1
EAPH	18	1996	59	0
EAPH	18	1993	63	1
EAPH	35	1995	66	0
EAPH	18	1992	68	0
EAPH	7	1996	70	0
EAPH	35	1995	70	0
EAPH	34	1994	73	0
EAPH	7	1992	73	0
EAPH	27	1995	77	0
EAPH	7	1992	80	0
EAPH	18	1993	82	1
EAPH	34	1994	85	0
EAPH	35	1992	88	0
EAPH	18	1994	89	0
EAPH	27	1992	91	0
FISP	B7	1995	38	0
FISP	B6	1995	50	1
FISP	B9	1993	71	1
FISP	B7	1995	46	0
FISP	B9	1992	67	0
FISP	B7	1996	92	1
FISP	B9	1993	96	0
FISP	34	1993	112	0
FISP	35	1995	96	0
FISP	G3	1993	40	0
FISP	B9	1993	66	0
GRSP	B5	1992	34	1
GRSP	B4	1992	35	0
GRSP	B4	1992	35	0
GRSP	B4	1992	36	0
GRSP	C1	1992	38	0
GRSP	B4	1992	40	0
GRSP	G1	1994	41	0
GRSP	B4	1992	41	0
GRSP	B4	1992	41	0
GRSP	B5	1996	42	1
GRSP	B3	1992	43	0
GRSP	B1	1994	44	0
GRSP	B4	1994	44	0
GRSP	G1	1996	45	0
